Product,Unit,Product ID,Profit,Benefits,Sales,Amount,Revenue,Total Transaction,Discount,Cost,Weekly Sales,Weekly Profit,Monthly Sales,Monthly Profit,Yearly Sales,Yearly Profit,Year,State,Country,City,Region,Segment,Sub-Category,Category,Shipping Date,Shipping Time,Order,Order ID,Order Date,E-Commerce Platform,Online Payment Gateway,Online & Offline Purchase,Purchase Price,Brand Name,Sold
mustard seed,50 gram,03a44f47,13.12,Essential household item,119.6,504.23,517.35,32,0.08,106.56,1063.24,100.11,4252.96,400.44,51035.52,4805.28,2022,Karnataka,India,Mumbai,East,Corporate,Beverages,Dairy,2022-05-10,4 days,3342,0d816fcf,2022-05-06,Amazon,Google Pay,Online,103.99,Brand B,61
turmeric powder,1 kg,25991f19,48.34,Essential household item,295.09,321.93,370.27,90,0.13,246.88,2146.89,369.95,8587.56,1479.8,103050.72,17757.6,2022,Delhi,India,Mumbai,North,Corporate,Staples,Vegetables,2022-03-22,3 days,3209,bb433704,2022-03-18,Flipkart,Paytm,Offline,259.2,Brand A,95
salt,500 ml,95b1346f,4.4,Essential household item,84.1,303.52,307.92,96,0.03,79.73,620.15,38.34,2480.6,153.36,29767.2,1840.32,2020,Tamil Nadu,India,Chennai,South,Home Office,Condiments,Fruits,2020-05-04,4 days,5791,e0e4e232,2020-04-28,Amazon,Google Pay,Offline,83.35,Brand A,83
bread,50 gram,300881c1,33.82,Essential household item,320.23,437.7,471.52,26,0.06,286.47,2776.17,186.4,11104.68,745.6,133256.16,8947.2,2023,West Bengal,India,Chennai,East,Corporate,Beverages,Grocery,2023-12-16,4 days,8629,44db6277,2023-12-14,JioMart,Google Pay,Online,274.38,Brand C,100
mustard seed,50 gram,392e114a,21.25,Essential household item,419.99,1341.9,1363.15,86,0.12,398.86,3566.12,139.55,14264.48,558.2,171173.76,6698.4,2021,Delhi,India,Delhi,East,Home Office,Beverages,Grocery,2021-07-23,1 days,3993,ae975e89,2021-07-18,Flipkart,Razorpay,Offline,412.58,Brand A,6
black pepper,50 gram,fd2d3734,10.59,Essential household item,120.65,236.34,246.93,19,0.05,110.11,898.91,58.28,3595.64,233.12,43147.68,2797.44,2023,West Bengal,India,Bangalore,East,Corporate,Condiments,Dairy,2023-11-05,1 days,3828,99e9a7e7,2023-11-03,BigBasket,Paytm,Offline,106.89,Brand B,68
cinnamon,500 ml,39e09428,23.22,Essential household item,209.16,645.71,668.93,43,0.12,186.06,1185.09,142.99,4740.36,571.96,56884.32,6863.52,2023,Delhi,India,Kolkata,North,Corporate,Condiments,Vegetables,2023-06-12,4 days,1814,366cc886,2023-06-11,BigBasket,Paytm,Online,177.08,Brand A,69
coffee,10 gram,2ecd6116,50.2,Essential household item,452.57,1420.76,1470.96,56,0.14,402.51,3920.92,280.56,15683.68,1122.24,188204.16,13466.88,2020,West Bengal,India,Kolkata,North,Corporate,Beverages,Vegetables,2020-08-16,5 days,5035,b7d25108,2020-08-15,JioMart,PhonePe,Online,401.57,Brand D,32
salt,500 ml,0c8a7b1e,64.44,Essential household item,512.73,2514.61,2579.05,67,0.05,448.34,5106.13,556.88,20424.52,2227.52,245094.24,26730.24,2020,West Bengal,India,Kolkata,West,Corporate,Spices,Grocery,2020-06-08,5 days,2132,1fb9f834,2020-06-07,BigBasket,Google Pay,Offline,426.99,Brand C,92
mustard seed,50 gram,1c36f725,5.06,Essential household item,42.4,164.59,169.65,65,0.06,37.4,421.2,40.78,1684.8,163.12,20217.6,1957.44,2020,Delhi,India,Hyderabad,North,Home Office,Staples,Dairy,2020-12-27,5 days,1423,aac52b5b,2020-12-21,Flipkart,PhonePe,Online,37.75,Brand C,9
turmeric powder,100 gram,eb019595,34.78,Essential household item,223.15,787.61,822.39,97,0.06,188.43,1789.73,314.12,7158.92,1256.48,85907.04,15077.76,2020,Tamil Nadu,India,Kolkata,West,Home Office,Staples,Fruits,2020-01-18,5 days,8984,dbbc724f,2020-01-12,Amazon,Paytm,Online,184.21,Brand B,35
cumin powder,50 gram,1db987a7,22.52,Essential household item,388.9,1685.38,1707.9,89,0.14,366.52,2838.19,137.35,11352.76,549.4,136233.12,6592.8,2021,Tamil Nadu,India,Bangalore,East,Corporate,Condiments,Dairy,2021-07-31,3 days,3322,e5f27555,2021-07-27,BigBasket,Google Pay,Online,354.98,Brand B,89
salt,500 ml,17d07e56,10.52,Essential household item,213.52,578.85,589.37,77,0.09,203.09,1281.53,82.85,5126.12,331.4,61513.44,3976.8,2022,Delhi,India,Bangalore,East,Consumer,Bakery,Fruits,2022-03-22,1 days,7718,bd2b9d8d,2022-03-17,JioMart,Google Pay,Online,211.74,Brand B,33
rice,50 gram,6b52587c,16.31,Essential household item,257.92,495.63,511.94,86,0.04,241.65,2376.21,138.67,9504.84,554.68,114058.08,6656.16,2021,West Bengal,India,Kolkata,North,Corporate,Bakery,Vegetables,2021-06-24,5 days,9978,75763206,2021-06-23,BigBasket,Paytm,Online,250.12,Brand B,70
butter,10 gram,8fa3bd03,31.39,Essential household item,253.63,1112.14,1143.53,72,0.14,222.38,2189.06,215.76,8756.24,863.04,105074.88,10356.48,2022,Tamil Nadu,India,Hyderabad,West,Corporate,Condiments,Dairy,2022-09-13,5 days,9653,f5b865c1,2022-09-09,Flipkart,PhonePe,Online,219.82,Brand D,17
black cumin,500 ml,69305677,19.04,Essential household item,346.72,1201.16,1220.2,36,0.13,327.81,2879.53,164.04,11518.12,656.16,138217.44,7873.92,2023,Karnataka,India,Bangalore,North,Corporate,Spices,Grocery,2023-11-03,1 days,4542,d4577820,2023-10-30,Flipkart,Paytm,Online,314.81,Brand B,46
milk powder,10 gram,03557100,34.5,Essential household item,501.08,1080.01,1114.51,60,0.09,466.67,3971.38,240.89,15885.52,963.56,190626.24,11562.72,2020,Delhi,India,Bangalore,East,Corporate,Condiments,Vegetables,2020-04-21,5 days,6707,57d39a42,2020-04-20,JioMart,Google Pay,Online,478.31,Brand D,56
cumin powder,1 kg,f9b1c564,26.35,Essential household item,273.01,708.1,734.45,62,0.1,246.76,2212.93,187.3,8851.72,749.2,106220.64,8990.4,2021,West Bengal,India,Bangalore,West,Corporate,Staples,Fruits,2021-05-26,3 days,2596,9a952066,2021-05-24,BigBasket,PhonePe,Offline,247.21,Brand B,11
rice,1 kg,536eca5d,41.25,Essential household item,403.62,702.44,743.69,50,0.05,362.42,3255.87,258.39,13023.48,1033.56,156281.76,12402.72,2024,Delhi,India,Mumbai,South,Corporate,Staples,Fruits,2024-02-27,1 days,1845,57d75c4a,2024-02-23,Amazon,Google Pay,Online,379.18,Brand D,63
black cumin,1 kg,b035c981,12.92,Essential household item,257.65,1018.09,1031.01,59,0.03,244.76,1804.26,78.57,7217.04,314.28,86604.48,3771.36,2020,Maharashtra,India,Chennai,West,Consumer,Spices,Grocery,2020-06-03,4 days,3869,ab18532f,2020-05-29,Amazon,Google Pay,Offline,249.11,Brand D,75
wheat flour,50 gram,c7a3a180,14.49,Essential household item,87.18,202.24,216.73,54,0.1,72.79,708.68,107.43,2834.72,429.72,34016.64,5156.64,2024,Delhi,India,Kolkata,East,Home Office,Bakery,Fruits,2024-05-09,3 days,6359,bc5c8ea4,2024-05-07,Amazon,Razorpay,Online,71.13,Brand B,92
mustard seed,10 gram,43fc1adc,5.39,Essential household item,42.59,204.86,210.25,99,0.06,37.26,405.68,38.48,1622.72,153.92,19472.64,1847.04,2024,Maharashtra,India,Bangalore,West,Consumer,Bakery,Fruits,2024-08-05,3 days,4740,a3d1edab,2024-07-29,JioMart,Razorpay,Online,38.19,Brand A,81
white pepper,100 gram,64efb0e3,49.21,Essential household item,411.97,1598.9,1648.11,53,0.04,362.8,2620.37,457.8,10481.48,1831.2,125777.76,21974.4,2020,Maharashtra,India,Delhi,North,Consumer,Spices,Dairy,2020-01-18,2 days,5676,b4169978,2020-01-14,BigBasket,PhonePe,Online,358.73,Brand C,48
cornflour,100 gram,ccf18f4a,44.77,Essential household item,474.03,1999.51,2044.28,50,0.09,429.35,2830.01,270.21,11320.04,1080.84,135840.48,12970.08,2021,Telangana,India,Bangalore,South,Corporate,Beverages,Grocery,2021-02-08,2 days,2238,ca0072d3,2021-02-03,Flipkart,Paytm,Offline,413.38,Brand C,70
tea,500 ml,e8d9e147,39.52,Essential household item,412.04,424.12,463.64,14,0.0,372.52,3146.3,370.07,12585.2,1480.28,151022.4,17763.36,2024,Telangana,India,Mumbai,North,Home Office,Bakery,Vegetables,2024-09-27,3 days,6098,9187acd9,2024-09-26,BigBasket,PhonePe,Offline,366.35,Brand B,94
sugar,50 gram,170a1753,52.39,Essential household item,519.6,735.21,787.6,40,0.12,467.33,2666.37,349.1,10665.48,1396.4,127985.76,16756.8,2022,Tamil Nadu,India,Bangalore,North,Corporate,Condiments,Fruits,2022-08-15,2 days,9985,388c55df,2022-08-11,Amazon,Razorpay,Online,450.78,Brand A,56
black pepper,10 gram,c867f082,11.01,Essential household item,83.35,311.88,322.89,26,0.0,72.34,743.03,94.65,2972.12,378.6,35665.44,4543.2,2020,Delhi,India,Mumbai,North,Home Office,Bakery,Grocery,2020-04-02,5 days,8583,c7f97f08,2020-03-28,Flipkart,Paytm,Offline,71.02,Brand D,2
coffee,1 kg,ea887983,57.31,Essential household item,354.29,666.06,723.37,91,0.01,296.99,2794.74,539.65,11178.96,2158.6,134147.52,25903.2,2024,Delhi,India,Hyderabad,West,Corporate,Bakery,Vegetables,2025-01-01,1 days,9523,eabb97e0,2024-12-25,Flipkart,Google Pay,Online,298.75,Brand C,17
cardamom,10 gram,bc24a686,45.11,Essential household item,508.19,1096.99,1142.1,33,0.01,463.09,4070.46,269.91,16281.84,1079.64,195382.08,12955.68,2022,Tamil Nadu,India,Hyderabad,East,Consumer,Bakery,Vegetables,2022-01-05,1 days,8355,f3a026cc,2022-01-02,JioMart,Google Pay,Offline,459.77,Brand D,88
rice,1 kg,68d4f4b8,11.0,Essential household item,77.06,198.76,209.76,51,0.04,66.1,518.58,107.81,2074.32,431.24,24891.84,5174.88,2022,Tamil Nadu,India,Chennai,South,Home Office,Spices,Dairy,2022-10-16,4 days,2732,0b568b46,2022-10-12,Flipkart,Razorpay,Online,66.8,Brand C,70
chilli powder,1 kg,e5e36185,3.35,Essential household item,26.06,52.75,56.1,61,0.12,22.83,155.83,17.24,623.32,68.96,7479.84,827.52,2023,West Bengal,India,Delhi,North,Corporate,Beverages,Dairy,2023-12-04,1 days,4798,c71824d3,2023-11-30,BigBasket,Paytm,Offline,22.11,Brand A,18
cornflour,1 kg,69634a31,64.57,Essential household item,550.88,789.41,853.98,61,0.12,486.43,2855.73,498.25,11422.92,1993.0,137075.04,23916.0,2021,Tamil Nadu,India,Chennai,West,Consumer,Condiments,Dairy,2021-02-08,3 days,2391,5f2f0b70,2021-02-04,Flipkart,Google Pay,Online,475.51,Brand A,21
mustard seed,1 kg,a2d58c77,42.88,Essential household item,264.37,949.78,992.66,61,0.09,221.58,2626.92,320.55,10507.68,1282.2,126092.16,15386.4,2020,Tamil Nadu,India,Kolkata,South,Home Office,Condiments,Dairy,2020-01-06,2 days,3985,e7ab58d9,2020-01-03,JioMart,Google Pay,Offline,213.51,Brand D,25
clove,1 kg,822d2ab5,20.68,Essential household item,151.46,660.69,681.37,4,0.12,130.9,1485.73,196.74,5942.92,786.96,71315.04,9443.52,2021,Karnataka,India,Bangalore,West,Corporate,Spices,Dairy,2021-03-12,2 days,5135,e0e1bc9c,2021-03-11,Flipkart,Razorpay,Online,134.64,Brand D,91
pasta,100 gram,da6a6ade,34.41,Essential household item,220.95,835.06,869.47,66,0.14,186.68,2007.33,258.99,8029.32,1035.96,96351.84,12431.52,2022,Telangana,India,Kolkata,South,Consumer,Staples,Dairy,2022-12-03,3 days,7662,9506d49f,2022-11-30,JioMart,Google Pay,Offline,188.69,Brand A,50
tea,500 ml,2aa26ccd,65.19,Essential household item,537.72,2267.96,2333.15,31,0.05,472.58,4278.13,385.4,17112.52,1541.6,205350.24,18499.2,2021,Delhi,India,Delhi,East,Home Office,Bakery,Fruits,2021-04-11,3 days,2325,b559da7e,2021-04-07,Amazon,Razorpay,Online,495.9,Brand B,51
white pepper,10 gram,9ecb0131,17.47,Essential household item,157.27,265.29,282.76,78,0.12,139.92,1260.68,123.35,5042.72,493.4,60512.64,5920.8,2020,Tamil Nadu,India,Delhi,North,Consumer,Spices,Grocery,2020-03-14,2 days,5442,60dcb538,2020-03-10,BigBasket,PhonePe,Online,136.44,Brand B,79
rice,500 ml,f4b7a6e2,23.72,Essential household item,143.73,506.4,530.12,46,0.08,120.09,1043.8,171.71,4175.2,686.84,50102.4,8242.08,2023,West Bengal,India,Bangalore,South,Home Office,Condiments,Vegetables,2023-06-19,4 days,5557,2fcd01c6,2023-06-14,JioMart,Google Pay,Online,122.05,Brand D,23
turmeric powder,100 gram,3926be5e,22.87,Essential household item,455.44,781.51,804.38,28,0.01,432.58,3797.08,203.12,15188.32,812.48,182259.84,9749.76,2021,Maharashtra,India,Hyderabad,West,Home Office,Bakery,Vegetables,2021-04-20,5 days,9207,afd8c27c,2021-04-19,JioMart,Google Pay,Online,440.33,Brand A,52
black pepper,100 gram,b5b3191a,23.97,Essential household item,316.19,1520.17,1544.14,58,0.1,292.32,2399.52,138.76,9598.08,555.04,115176.96,6660.48,2023,Tamil Nadu,India,Hyderabad,South,Consumer,Spices,Dairy,2023-05-25,5 days,7166,a1cd2951,2023-05-22,BigBasket,PhonePe,Online,306.0,Brand A,25
turmeric powder,50 gram,1f7b928a,23.5,Essential household item,160.56,494.06,517.56,3,0.12,137.18,1484.88,134.47,5939.52,537.88,71274.24,6454.56,2020,Maharashtra,India,Mumbai,West,Consumer,Spices,Vegetables,2020-11-10,3 days,9054,06d67e1b,2020-11-04,JioMart,Google Pay,Offline,132.44,Brand C,90
milk powder,10 gram,84eb5898,27.13,Essential household item,273.27,621.5,648.63,28,0.07,246.21,1454.5,158.76,5818.0,635.04,69816.0,7620.48,2021,Maharashtra,India,Delhi,East,Home Office,Bakery,Vegetables,2021-07-21,3 days,7544,a8c35fbf,2021-07-19,Flipkart,Razorpay,Online,250.94,Brand D,77
split grain,1 kg,9eb60ab3,41.82,Essential household item,376.14,1292.22,1334.04,83,0.01,334.33,2359.94,225.7,9439.76,902.8,113277.12,10833.6,2020,Karnataka,India,Kolkata,West,Corporate,Condiments,Grocery,2020-09-02,5 days,5494,0f46aeea,2020-08-31,BigBasket,Google Pay,Online,341.73,Brand D,48
clove,500 ml,07456994,67.44,Essential household item,461.95,597.57,665.01,93,0.04,394.55,2747.88,526.85,10991.52,2107.4,131898.24,25288.8,2021,West Bengal,India,Mumbai,North,Consumer,Condiments,Grocery,2021-12-20,5 days,8125,f19ba433,2021-12-15,BigBasket,Paytm,Offline,383.54,Brand C,13
mustard seed,100 gram,18949d48,53.44,Essential household item,505.55,1009.9,1063.34,100,0.01,452.12,3989.97,446.26,15959.88,1785.04,191518.56,21420.48,2023,Maharashtra,India,Delhi,West,Home Office,Condiments,Dairy,2023-11-20,3 days,6663,7d9a283b,2023-11-16,Amazon,Razorpay,Online,473.19,Brand B,4
egg,500 ml,b8e5ca4e,9.14,Essential household item,85.11,87.54,96.68,41,0.03,76.0,527.46,75.62,2109.84,302.48,25318.08,3629.76,2021,Tamil Nadu,India,Kolkata,East,Consumer,Spices,Grocery,2021-10-27,1 days,4959,b2fc448e,2021-10-23,JioMart,Google Pay,Online,75.78,Brand D,29
mustard seed,50 gram,39ff1de2,64.23,Essential household item,462.47,1568.9,1633.13,11,0.01,398.25,3369.91,471.03,13479.64,1884.12,161755.68,22609.44,2021,West Bengal,India,Kolkata,West,Corporate,Beverages,Vegetables,2021-08-11,4 days,2653,28e4ce4e,2021-08-07,Flipkart,Razorpay,Offline,395.19,Brand B,65
mustard seed,50 gram,ff197cd7,17.12,Essential household item,114.04,489.14,506.26,67,0.02,96.94,994.42,139.76,3977.68,559.04,47732.16,6708.48,2022,Telangana,India,Bangalore,West,Corporate,Condiments,Grocery,2022-10-17,3 days,8452,f37fd7c6,2022-10-16,JioMart,Razorpay,Online,93.52,Brand B,83
turmeric powder,500 ml,851621ba,29.1,Essential household item,317.86,751.46,780.56,11,0.11,288.87,2759.86,222.64,11039.44,890.56,132473.28,10686.72,2023,Tamil Nadu,India,Mumbai,West,Corporate,Beverages,Dairy,2023-01-16,5 days,2028,a0d1ea9d,2023-01-12,Flipkart,Razorpay,Online,282.11,Brand A,53
salt,10 gram,8749540d,68.31,Essential household item,551.62,842.13,910.44,34,0.12,483.43,3957.01,638.65,15828.04,2554.6,189936.48,30655.2,2022,Maharashtra,India,Bangalore,North,Home Office,Spices,Vegetables,2022-08-16,3 days,2118,d798b563,2022-08-12,Amazon,Google Pay,Offline,462.68,Brand B,92
black cumin,1 kg,93828805,36.99,Essential household item,297.27,1127.07,1164.06,89,0.14,260.42,1786.25,290.77,7145.0,1163.08,85740.0,13956.96,2024,Maharashtra,India,Kolkata,North,Home Office,Beverages,Dairy,2024-01-25,1 days,1034,df48c5c4,2024-01-23,JioMart,Paytm,Offline,262.42,Brand A,55
clove,100 gram,c238ee7f,82.59,Essential household item,532.05,2397.21,2479.8,3,0.1,449.56,4495.24,528.64,17980.96,2114.56,215771.52,25374.72,2022,Karnataka,India,Delhi,South,Consumer,Spices,Dairy,2022-11-04,5 days,7019,efdf8263,2022-11-02,Flipkart,Paytm,Offline,441.43,Brand C,67
bread,100 gram,973d6444,33.61,Essential household item,272.04,818.88,852.49,66,0.06,238.49,2241.62,290.44,8966.48,1161.76,107597.76,13941.12,2021,Telangana,India,Delhi,West,Corporate,Beverages,Dairy,2021-08-01,4 days,2958,a5fba6e6,2021-07-29,Flipkart,Paytm,Online,240.36,Brand C,75
cornflour,500 ml,a2428941,32.6,Essential household item,228.8,822.36,854.96,88,0.15,196.35,1962.26,223.53,7849.04,894.12,94188.48,10729.44,2021,Telangana,India,Chennai,East,Corporate,Condiments,Grocery,2021-06-28,5 days,1667,794a59cc,2021-06-23,Amazon,Paytm,Offline,199.93,Brand C,100
turmeric powder,500 ml,e6b5c451,16.48,Essential household item,114.23,271.17,287.65,74,0.1,97.85,798.27,155.92,3193.08,623.68,38316.96,7484.16,2022,Maharashtra,India,Mumbai,West,Consumer,Bakery,Dairy,2022-09-18,5 days,6260,063ab07e,2022-09-13,BigBasket,Google Pay,Online,93.58,Brand D,18
tea,100 gram,c08500ba,16.75,Essential household item,108.43,192.9,209.65,93,0.12,91.8,600.72,151.81,2402.88,607.24,28834.56,7286.88,2021,Tamil Nadu,India,Mumbai,South,Consumer,Beverages,Vegetables,2021-05-23,1 days,8963,3020a28f,2021-05-22,Flipkart,PhonePe,Offline,89.52,Brand D,32
black pepper,50 gram,e11042c4,49.18,Essential household item,308.22,317.56,366.74,32,0.05,259.09,1868.25,327.28,7473.0,1309.12,89676.0,15709.44,2022,Tamil Nadu,India,Delhi,North,Home Office,Staples,Fruits,2022-01-21,2 days,3055,b658a90e,2022-01-14,Amazon,Google Pay,Offline,264.74,Brand C,35
bread,10 gram,6ff52818,28.5,Essential household item,307.91,794.94,823.44,11,0.02,279.43,2629.58,213.57,10518.32,854.28,126219.84,10251.36,2020,West Bengal,India,Bangalore,West,Consumer,Bakery,Fruits,2020-05-17,3 days,4965,bd550830,2020-05-14,Amazon,PhonePe,Offline,271.78,Brand B,81
cornflour,1 kg,4744f38c,75.96,Essential household item,564.32,834.24,910.2,9,0.11,488.47,3675.65,605.28,14702.6,2421.12,176431.2,29053.44,2024,Telangana,India,Bangalore,West,Corporate,Spices,Fruits,2024-01-21,3 days,1787,b8d4ca03,2024-01-14,JioMart,Google Pay,Offline,480.85,Brand A,58
sugar,100 gram,a101269a,32.41,Essential household item,246.28,646.61,679.02,21,0.05,213.92,1958.62,185.89,7834.48,743.56,94013.76,8922.72,2022,Tamil Nadu,India,Hyderabad,North,Consumer,Condiments,Fruits,2022-12-18,3 days,2474,81a4cd72,2022-12-17,Amazon,Paytm,Offline,213.03,Brand B,92
coffee,1 kg,1378dc7f,13.46,Essential household item,112.06,207.12,220.58,88,0.07,98.67,811.46,133.07,3245.84,532.28,38950.08,6387.36,2023,Tamil Nadu,India,Mumbai,South,Home Office,Condiments,Grocery,2023-01-23,5 days,6238,df5e0974,2023-01-21,BigBasket,Razorpay,Online,98.82,Brand C,24
bread,10 gram,a854b996,46.17,Essential household item,376.51,628.99,675.16,76,0.06,330.4,3386.28,414.18,13545.12,1656.72,162541.44,19880.64,2022,Delhi,India,Delhi,North,Home Office,Beverages,Dairy,2022-02-21,2 days,8722,e0c1caa5,2022-02-19,Flipkart,Google Pay,Online,333.95,Brand D,43
cooking oil,1 kg,ad5fb2fd,58.06,Essential household item,441.48,978.79,1036.85,12,0.07,383.49,4258.26,535.32,17033.04,2141.28,204396.48,25695.36,2022,Maharashtra,India,Hyderabad,East,Corporate,Spices,Dairy,2023-01-02,2 days,4598,1efef589,2022-12-31,BigBasket,Paytm,Offline,379.74,Brand A,74
white pepper,10 gram,c92a0e3d,46.61,Essential household item,311.96,422.62,469.23,76,0.09,265.44,1878.29,398.9,7513.16,1595.6,90157.92,19147.2,2024,Tamil Nadu,India,Kolkata,East,Home Office,Beverages,Fruits,2024-08-13,3 days,7697,1fe8e40b,2024-08-10,Amazon,Paytm,Online,264.32,Brand C,83
cooking oil,10 gram,6d7fbfd1,26.27,Essential household item,461.98,556.26,582.53,44,0.07,435.78,4203.9,193.86,16815.6,775.44,201787.2,9305.28,2024,Karnataka,India,Kolkata,East,Home Office,Spices,Fruits,2024-04-21,3 days,4917,1d32733d,2024-04-14,JioMart,Paytm,Offline,438.4,Brand D,34
split grain,10 gram,dc590e80,21.41,Essential household item,234.99,796.51,817.92,13,0.08,213.66,2129.4,155.27,8517.6,621.08,102211.2,7452.96,2024,Karnataka,India,Delhi,West,Consumer,Staples,Grocery,2024-02-22,2 days,8948,9f500525,2024-02-18,Amazon,Razorpay,Offline,220.15,Brand A,41
pasta,10 gram,8505331a,4.46,Essential household item,62.31,89.51,93.97,36,0.13,57.98,341.05,34.19,1364.2,136.76,16370.4,1641.12,2022,Tamil Nadu,India,Kolkata,North,Home Office,Spices,Dairy,2022-12-23,1 days,4698,1706d0ab,2022-12-22,JioMart,Paytm,Offline,59.1,Brand D,26
bread,500 ml,da31429d,44.33,Essential household item,272.25,650.17,694.5,6,0.07,227.99,2353.65,342.84,9414.6,1371.36,112975.2,16456.32,2021,Maharashtra,India,Kolkata,West,Consumer,Spices,Fruits,2021-10-26,1 days,9340,7051553d,2021-10-24,Flipkart,PhonePe,Online,235.14,Brand A,29
cooking oil,50 gram,ed1783be,40.62,Essential household item,419.72,1309.35,1349.97,7,0.05,379.15,3863.93,374.51,15455.72,1498.04,185468.64,17976.48,2022,Telangana,India,Mumbai,West,Corporate,Bakery,Vegetables,2022-01-21,5 days,3723,03ab7f8b,2022-01-17,BigBasket,Razorpay,Offline,362.39,Brand B,26
tea,10 gram,ac82e82b,3.73,Essential household item,24.6,51.61,55.34,45,0.11,20.98,156.21,31.15,624.84,124.6,7498.08,1495.2,2020,Delhi,India,Delhi,North,Consumer,Spices,Dairy,2020-06-04,5 days,7534,e80beccc,2020-06-01,JioMart,PhonePe,Online,20.61,Brand C,30
egg,10 gram,3d69b753,8.49,Essential household item,66.85,73.36,81.85,55,0.07,58.43,337.31,77.74,1349.24,310.96,16190.88,3731.52,2020,Tamil Nadu,India,Hyderabad,North,Home Office,Spices,Vegetables,2020-03-01,1 days,9453,68fcdf94,2020-02-26,BigBasket,PhonePe,Online,60.74,Brand B,73
salt,1 kg,2a0ea145,9.6,Essential household item,135.98,227.47,237.07,39,0.07,126.45,1327.36,93.84,5309.44,375.36,63713.28,4504.32,2024,Karnataka,India,Chennai,South,Home Office,Spices,Grocery,2024-10-10,5 days,1914,2c6161c5,2024-10-07,BigBasket,Razorpay,Online,131.79,Brand C,94
black pepper,100 gram,480da217,17.07,Essential household item,146.55,637.17,654.24,48,0.09,129.57,1258.23,97.29,5032.92,389.16,60395.04,4669.92,2022,West Bengal,India,Kolkata,West,Consumer,Bakery,Fruits,2022-01-31,3 days,6327,461b4f22,2022-01-24,Amazon,Google Pay,Online,131.72,Brand B,44
turmeric powder,1 kg,9976bb22,30.82,Essential household item,265.64,916.17,946.99,4,0.03,234.85,2551.05,294.88,10204.2,1179.52,122450.4,14154.24,2024,Maharashtra,India,Kolkata,East,Consumer,Beverages,Fruits,2024-12-19,1 days,9506,94220009,2024-12-16,BigBasket,PhonePe,Offline,232.95,Brand A,35
